"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.9","63.8","68.0","2828","Overall","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.1","58.0","64.2","1367","Male","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.6","67.7","73.5","1461","Female","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.0","19.1","22.9","2551","Overall","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.6","20.6","26.6","1127","Male","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.9","16.4","21.4","1424","Female","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.9","18.0","21.8","2551","Overall","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.0","21.0","27.0","1127","Male","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.5","14.1","18.9","1424","Female","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.0","56.7","61.3","2551","Overall","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.4","48.9","55.9","1127","Male","All Ages","All Races","All Grades"
"2003","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.6","61.5","67.7","1424","Female","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.4","19.6","23.1","3024","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.7","21.0","26.3","1440","Male","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.2","16.8","21.6","1584","Female","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.5","19.7","23.3","3024","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","21.7","27.1","1440","Male","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.8","16.4","21.1","1584","Female","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.1","55.0","59.3","3024","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.9","48.8","55.0","1440","Male","All Ages","All Races","All Grades"
"2001-2002   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.1","59.1","65.0","1584","Female","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.8","20.4","23.3","3391","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.7","22.6","26.9","1693","Male","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.8","16.8","20.8","1698","Female","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.4","20.9","23.9","3391","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","23.4","27.7","1693","Male","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.2","17.2","21.2","1698","Female","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.7","54.0","57.5","3391","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.7","47.2","52.2","1693","Male","All Ages","All Races","All Grades"
"1998-1999   ","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.0","59.5","64.5","1698","Female","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.8","11.7","13.9","6737","Overall","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.3","13.7","17.0","3195","Male","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.5","9.1","11.9","3542","Female","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.5","18.3","20.7","6737","Overall","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.3","20.5","24.1","3195","Male","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.8","15.5","18.2","3542","Female","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.7","66.1","69.3","6737","Overall","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.4","60.0","64.7","3195","Male","All Ages","All Races","All Grades"
"2014-2015","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.7","70.7","74.6","3542","Female","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.3","15.1","17.5","6707","Overall","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.2","17.7","20.7","3174","Male","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.5","12.1","14.9","3533","Female","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.1","16.2","18.0","6707","Overall","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.5","18.2","20.8","3174","Male","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.0","13.8","16.2","3533","Female","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.6","65.0","68.2","6707","Overall","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","59.5","63.3","3174","Male","All Ages","All Races","All Grades"
"2010-2011","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.5","69.7","73.3","3533","Female","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.3","17.3","19.3","6612","Overall","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.9","19.4","22.4","3094","Male","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.8","14.5","17.1","3518","Female","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","17.2","19.2","6612","Overall","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.6","20.1","23.1","3094","Male","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.0","13.7","16.3","3518","Female","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.6","62.3","64.9","6612","Overall","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.5","55.6","59.4","3094","Male","All Ages","All Races","All Grades"
"2006-2007","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.2","67.5","70.9","3518","Female","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.0","17.9","20.1","6166","Overall","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.6","19.8","23.4","2673","Male","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.0","15.5","18.5","3493","Female","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.6","18.4","20.8","6166","Overall","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.8","21.0","24.6","2673","Male","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.2","15.7","18.7","3493","Female","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","60.0","62.8","6166","Overall","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.6","53.4","57.8","2673","Male","All Ages","All Races","All Grades"
"2003","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.9","64.0","67.8","3493","Female","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.8","20.7","22.9","8047","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.5","22.9","26.2","3699","Male","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.4","18.0","20.8","4348","Female","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.1","18.0","20.1","8047","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.4","20.8","24.0","3699","Male","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.1","14.8","17.4","4348","Female","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.1","57.8","60.4","8047","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.1","51.1","55.0","3699","Male","All Ages","All Races","All Grades"
"2001-2002   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.5","62.8","66.2","4348","Female","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.9","22.0","23.8","9061","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.1","23.7","26.4","4249","Male","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.9","19.7","22.2","4812","Female","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.8","19.9","21.7","9061","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.1","22.8","25.5","4249","Male","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.7","16.5","18.8","4812","Female","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.3","55.2","57.4","9061","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.8","49.2","52.3","4249","Male","All Ages","All Races","All Grades"
"1998-1999   ","Illinois","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","59.9","62.9","4812","Female","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.9","16.9","20.8","3595","Overall","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.6","18.7","24.4","1689","Male","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.4","14.3","18.5","1906","Female","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","19.5","22.9","3595","Overall","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.5","22.1","27.0","1689","Male","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.1","16.1","20.1","1906","Female","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.9","57.8","62.1","3595","Overall","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.9","51.0","56.8","1689","Male","All Ages","All Races","All Grades"
"2014-2015","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.5","62.7","68.3","1906","Female","All Ages","All Races","All Grades"
"2010-2011","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","17.0","22.0","3407","Overall","All Ages","All Races","All Grades"
"2010-2011","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.1","18.1","24.1","1610","Male","All Ages","All Races","All Grades"
"2010-2011","Indiana","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.0","15.4","20.6","1797","Female","All Ages","All Races","All Grades"
